taxon,taxon_group,name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,normalized_name
Nodosaria strigosa,benthic foraminifera,,,,,
Textularia marielensis,benthic foraminifera,,,,,
Praeglobobulimina ovula,benthic foraminifera,,,,,
Actinoptychus intermedius,diatoms,,,,,
Achnanthes fimbriata,diatoms,,,,,
Dentalina hirsuta,benthic foraminifera,,,,,
Pyrgodiscus cameratus,diatoms,,,,,
Tholospyris mammilaris,radiolarians,,,,,
Corbisema geometrica geometrica,silicoflagellates,,,,,
Pulleniatina extrema,planktic foraminfera,,,,,
Distephanus sp.(q),silicoflagellates,,,,,
Neochiastozygus dubius,nannofossils,,,,,
Eoglobigerina sp.,planktic foraminfera,,1366.0,Eoglobigerina,genus,
Globoquadrina prasaepis,planktic foraminfera,,,,,
Thalassionema leptopus,diatoms,,,,,
Dictyocha fibula messanensis,silicoflagellates,,,,,
Dictyocha perlaevis,silicoflagellates,,,,,
Cornutella hexagona,radiolarians,,,,,
Tricolporites scabratus,pollen,,,,,
Scyphosphaera deflandrei,nannofossils,,,,,
Liriospyris spinulosa,radiolarians,,,,,
Phormocyrtis sp.,radiolarians,,603.0,Phormocyrtis,genus,
Discoaster tuberi,nannofossils,,,,,
Morozovella formosa gracilis,planktic foraminfera,,,,,
Patagospyris pentas,radiolarians,,,,,
Sphaerozoum crassus,radiolarians,,,,,
Nipponoythere bicarinata,ostracod,,,,,
Theocorys veneris,radiolarians,,,,,
Cocconeis diminuta,diatoms,,,,,
Asterionella japonica,diatoms,,,,,
Cyclammina pusilla,benthic foraminifera,,,,,
Globigerina angiporoides,planktic foraminfera,,,,,
Nonionella soldadoensis,benthic foraminifera,,,,,
Lithobotrys galea,radiolarians,,,,,
Melosira undulata,diatoms,,,,,
Discoaster mirus,nannofossils,,,,,
Rottnestia borussica,dinoflagellates,,414108.0,Rottnestia borussica,species,
Xanthiopyxis granti,diatoms,,,,,
Detonula confervacea,diatoms,,,,,
Triloculina globosa,benthic foraminifera,,,,,
Coccolithus litos,nannofossils,,,,,
Bradleya sp.,ostracod,,23950.0,Bradleya,genus,
Sceptroneis vermiformis,diatoms,,,,,
Acarinina velascoensis,planktic foraminfera,,,,,
Oblitacythereis mediterranea,ostracod,,,,,
Helicolepidina paucispira,benthic foraminifera,,,,,
Biscutum panis,nannofossils,,,,,
Chiasmolithus eograndis,nannofossils,,,,,
Operculodinium crassum,dinoflagellates,,,,,
Cosmiodiscus lentiginosus,diatoms,,,,,
Globorotalia humerosa humerosa,planktic foraminfera,,,,,
Dimerogramma elegans,diatoms,,,,,
Gavelinopsis translucens,benthic foraminifera,,,,,
Cocconeis placentula,diatoms,,,,,
Bolivina dilatata,benthic foraminifera,,,,,
Heliorthus concinnus,nannofossils,,,,,
Hastigerina siphonifera siphonifera,planktic foraminfera,,,,,
Rocella princeps,diatoms,,,,,
Lamprocyclas antiqua,radiolarians,,,,,
Spongomelissa dilli,radiolarians,,,,,
Cinclopyramis infundibulum,radiolarians,,,,,
Hermisium obliquum,ebridians,,,,,
Globigerina quadrilobatus,planktic foraminfera,,,,,
Septamesocena quadrangula,silicoflagellates,,,,,
Nodosaria affinis,benthic foraminifera,,,,,
Praecymatosira monomembranacea,diatoms,,,,,
Actinomma popopski,radiolarians,,,,,
Turborotalia gemma,planktic foraminfera,,,,,
Parthenocissus sp.,pollen,,264931.0,Parthenocissus,genus,
Pyrgupyxis prolungata,diatoms,,,,,
Dendrospyris inferispina,radiolarians,,,,,
Fasciculithus lillianae,nannofossils,,,,,
Anomalinoides pseudogrosserugosa,benthic foraminifera,,,,,
Cyclolithella inflexa,nannofossils,,,,,
Globorotalia cerroazulensis cunialensis,planktic foraminfera,,,,,
Paralecaniella indentata,dinoflagellates,,286057.0,Paralecaniella indentata,species,
Acanthodesmia sp.,radiolarians,,85776.0,Acanthodesmia,genus,
Globigerinita taroubaensis,planktic foraminfera,,,,,
Cibicides rugosus,benthic foraminifera,,,,,
Antarctissa conradae,radiolarians,,,,,
Trachoelphidiella pustulosa,benthic foraminifera,,,,,
Glabratella kartvelica,benthic foraminifera,,,,,
Axoprunum polycentrum,radiolarians,,,,,
Globigerinoides quinqueloba,planktic foraminfera,,,,,
Bolivina gladius,benthic foraminifera,,,,,
Dentoglobigerina altispira altispira,planktic foraminfera,,,,,
Globorotalia paralenguaensis,planktic foraminfera,,,,,
Nitzschia sicula rostrata,diatoms,,,,,
Praeorbulina glomerosa curva,planktic foraminfera,,,,,
Globorotalia caucasica,planktic foraminfera,,,,,
Hastigerina praesiphonifera,planktic foraminfera,,,,,
Orbitolina sp.,benthic foraminifera,,1997.0,Orbitolina,genus,
Mesocena apiculata glabra,silicoflagellates,,,,,
Pseudopyxilla jouseae,diatoms,,,,,
Ellipsodimorphina subcompacta,benthic foraminifera,,,,,
Plectofrondicularia califronica,benthic foraminifera,,,,,
Osangularia umbonifera,benthic foraminifera,,,,,
Sphenolithus capricornutas,nannofossils,,,,,
Melosira praegranulata,diatoms,,,,,
Calocycletta acanthocephala,radiolarians,,,,,
Dictyocha delicata bisecta,silicoflagellates,,,,,
Distephanus boliviensis major,silicoflagellates,,,,,
Lamprocyclas heteroporus,radiolarians,,,,,
Plagiacantha panarium,radiolarians,,,,,
Uvigerina mioindex,benthic foraminifera,,,,,
Podocyrtis sp.,radiolarians,,613.0,Podocyrtis,genus,
Discoaster brouweri tamalis,nannofossils,,,,,
Typhaceae,pollen,,55817.0,Typhaceae,family,
Cyclammina rotundata,benthic foraminifera,,,,,
Eucyrtidium panthea,radiolarians,,,,,
Naviculopsis pacifica pansa,silicoflagellates,,,,,
Spiroloculina pusilla,benthic foraminifera,,,,,
Discoaster rufus,nannofossils,,,,,
Karreriella aegra,benthic foraminifera,,,,,
Distephanus crux stauracanthus,silicoflagellates,,,,,
Triceratium weissflogii,diatoms,,,,,
Astractinium aristotelis,radiolarians,,,,,
Orthomorphina rohri,benthic foraminifera,,,,,
Globigerinita ambitacrena,planktic foraminfera,,,,,
Coccolithus tenuistriatus,nannofossils,,,,,
Pullenia miocenica,benthic foraminifera,,,,,
Nannoconus steinmannii,nannofossils,,88751.0,Nannoconus steinmannii,species,
Alisocysta ornata,dinoflagellates,,,,,
Deflandrea cygniformis,dinoflagellates,,,,,
Horodiscus rugosus,diatoms,,,,,
Fissurina kerguelensis,benthic foraminifera,,,,,
Cibicides medocris,benthic foraminifera,,,,,
Lithocarpium fragilis,radiolarians,,,,,
Tricopopollenites sp.,pollen,,,,,
Discoaster dilatus,nannofossils,,,,,
Chiasmolithus frequens,nannofossils,,,,,
Pyrgo williamsoni,benthic foraminifera,,,,,
Spongobrachium ellipticum,radiolarians,,,,,
Verrucatosporites speciosus,pollen,,280349.0,Verrucatosporites speciosus,species,
Nannoconus sp,nannofossils,,,,,
Zygodiscus splendens,nannofossils,,,,,
Svalbardella australina,dinoflagellates,,,,,
Globorotalia marginodentata,planktic foraminfera,,,,,
Polysolenia sp.,radiolarians,,184533.0,Polysolenia,genus,
Cibicidoides haitiensis,benthic foraminifera,,,,,
Tetralithus nitidus trifidus,nannofossils,,,,,
Bekoma sp.,radiolarians,,432.0,Bekoma,genus,
Pterocanium orcinum,radiolarians,,,,,
Protelphidium subgranosus,benthic foraminifera,,,,,
Trigonactinium sp.,radiolarians,,,,,
Heterolepa reussi,benthic foraminifera,,,,,
Globigerina helicina,planktic foraminfera,,,,,
Bolivina silvestrina,benthic foraminifera,,,,,
Thyrsocyrtis argulus,radiolarians,,,,,
Mesocena sp.,silicoflagellates,,82181.0,Mesocena,genus,
Gomphonema longiceps subclavata,diatoms,,,,,
Scyphosphaera magna,nannofossils,,,,,
Discoaster perclarus,nannofossils,,,,,
Globorotalia palpebra,planktic foraminfera,,,,,
Bolivina anglica,benthic foraminifera,,,,,
Thalassiosira kryophila,diatoms,,,,,
Coscinodiscus lineatus ellipticus,diatoms,,,,,
Karreriella hantkeniana,benthic foraminifera,,,,,
Pyxidicula minuta,diatoms,,,,,
Ceratolithus primus,nannofossils,,388307.0,Ceratolithus primus,species,
Cyclococcolithus inversus,nannofossils,,88130.0,Cyclococcolithus inversus,species,
Discolithina asper,nannofossils,,,,,
Discoaster binodosus binodosus,nannofossils,,,,,
Globorotalia marksi,planktic foraminfera,,,,,
Globorotalia fohsi typica,planktic foraminfera,,,,,
Circodiscus microporus,radiolarians,,,,,
Acarinina planodorsalis,planktic foraminfera,,,,,
Zeauvigerina zealandica,planktic foraminfera,,,,,
Distephanus speculum speculum octonarius,silicoflagellates,,,,,
Rhabdonema adriaticum,diatoms,,,,,
Phthanoperidinium amoenum,dinoflagellates,,,,,
Triceratium pulchrum,diatoms,,,,,
Pleurostomella torta,benthic foraminifera,,,,,
Globoquadrina altispira conica,planktic foraminfera,,,,,
Globigerinellopsis mitra,planktic foraminfera,,,,,
Cromyechinus tetrapyla,radiolarians,,,,,
Bolivina quadrilatera,benthic foraminifera,,,,,
Coscinodiscus demergitus,diatoms,,,,,
Bolivina spiralis,benthic foraminifera,,,,,
Globorotalia pseudocontinuosa,planktic foraminfera,,,,,
Cosmiodiscus insignis triangula,diatoms,,,,,
Eunotia praerupta,diatoms,,,,,
Cassidulina laevigata carinata,benthic foraminifera,,,,,
Heliorthus fallax,nannofossils,,,,,
Bolivina vaughani,benthic foraminifera,,,,,
Chrysalogonium brevilocum,benthic foraminifera,,,,,
Dictyophyllidites sp.,pollen,,252445.0,Dictyophyllidites,genus,
Tholospyris infericosta,radiolarians,,,,,
Turborotalita pseudopumilio,planktic foraminfera,,,,,
Fragilaria inflata,diatoms,,,,,
Circodiscus sp.,radiolarians,,84824.0,Circodiscus,genus,
Catapsydrax martini martini,planktic foraminfera,,,,,
Gaudryina dividens,benthic foraminifera,,,,,
Giraffospyris circumflexa,radiolarians,,,,,
Tectatodinium pellitum,dinoflagellates,,,,,
Turborotalia centralis,planktic foraminfera,,379430.0,Turborotalia centralis,species,
Myrtaceidites sp.,pollen,,252814.0,Myrtaceidites,genus,
Pteropilium stratiotes,radiolarians,,,,,
Hemiaulus polycystinorum brevicornis,diatoms,,,,,
Amaryllidaceae,pollen,,55831.0,Amaryllidaceae,family,
Lithomitra elizabethae,radiolarians,,,,,
Cassidulina moluccensis,benthic foraminifera,,,,,
Globigerina ampliapertura s. l.,planktic foraminfera,,,,,
Globigerinoides pseudoruber,planktic foraminfera,,,,,
Dictyocha messanensis stapedia aspinosa,silicoflagellates,,,,,
Actinocyclus ehrenbergii var.,diatoms,,,,,
Helicopontosphaera lophota,nannofossils,,,,,
Stichopera pectinata,radiolarians,,,,,
Zygocircus capulosus,radiolarians,,,,,
Distephanus speculum pentagonus armatus,silicoflagellates,,,,,
Thalassiosira irregulata,diatoms,,,,,
Chenopodipollis sp.,pollen,,252756.0,Chenopodipollis,genus,
Chasea bicornis,diatoms,,,,,
Hastigerina siphonifera praesiphonifera,planktic foraminfera,,,,,
Denticulopsis sp.,diatoms,,432810.0,Denticulopsis,genus,
Spongopyle sp.,radiolarians,,321.0,Spongopyle,genus,
Abathomphalus intermedius,planktic foraminfera,,,,,
Globorotalia subscitula,planktic foraminfera,,,,,
Mesocena dumitricae,silicoflagellates,,,,,
Discoaster deflandrei s.ampl.,nannofossils,,,,,
Globocassidulina crass,benthic foraminifera,,,,,
Trigonastrum regulare,radiolarians,,,,,
Dictyomitra andersoni,radiolarians,,402665.0,Dictyomitra andersoni,species,
Phacorhabdotus scultilis,ostracod,,,,,
Arkhangelskiella concava,nannofossils,,,,,
Lamptonium colymbus,radiolarians,,,,,
Lenticulina caritae,benthic foraminifera,,,,,
Oridorsalis tenera,benthic foraminifera,,,,,
Stylochlamidium asteriscus,radiolarians,,,,,
Paleostomacystis sp.,dinoflagellates,,,,,
Corollithion sp.,nannofossils,,87849.0,Corollithion,genus,
Podocarpidites elegans,pollen,,252665.0,Podocarpidites elegans,species,
Triceratium capitatum,diatoms,,,,,
Lithapium anoectum,radiolarians,,,,,
Clinapertina sp.,benthic foraminifera,,1128.0,Clinapertina,genus,
Navicula constricta,diatoms,,,,,
Phormospyris stabilis scaphipes,radiolarians,,,,,
Amphileberis nipponica,ostracod,,,,,
Malpighiaceae,pollen,,55718.0,Malpighiaceae,family,
Martinottiella antarctica,benthic foraminifera,,,,,
Ikebea tenuis,diatoms,,,,,
Stephanodiscus binderianus,diatoms,,,,,
Cibicides alleni,benthic foraminifera,,,,,
Nodosaria tholigera,benthic foraminifera,,,,,
Dictyocodon palladius,radiolarians,,,,,
Frondicularia archiacana,benthic foraminifera,,,,,
Hormosina glabra,benthic foraminifera,,,,,
Stichopodium saccoi,radiolarians,,,,,
Globorotalia kolchidica,planktic foraminfera,,,,,
Uvigerina pygmaea,benthic foraminifera,,,,,
Globorotalia kugleri mendacis,planktic foraminfera,,,,,
Chaetoceros sp.,diatoms,,82150.0,Chaetoceros,genus,
Pontosphaera vadosa,nannofossils,,,,,
Ammomassilina alveoliniformis,benthic foraminifera,,,,,
Triceratium edgari,diatoms,,,,,
Pterotheca parvula,diatoms,,,,,
Triceratium branchiatum,diatoms,,,,,
Lythraceae,pollen,,55686.0,Lythraceae,family,
Reticulofenestra placomorpha,nannofossils,,,,,
Proteacidites incurvatus,pollen,,,,,
Cocconeis decipiens,diatoms,,,,,
Globigerinelloides blowi,planktic foraminfera,,,,,
Cymatosira debyi,diatoms,,,,,
Syracosphaera sp.,nannofossils,,270678.0,Syracosphaera,genus,
Gosella guraboensis,benthic foraminifera,,,,,
Pontocythere japonica,ostracod,,,,,
Ellipsoxiphus atractus,radiolarians,,,,,
Eucecryphalus petrusherskae,radiolarians,,,,,
Pterotheca sp.,diatoms,,71220.0,Pterotheca,genus,
Globorotalia riedeli,planktic foraminfera,,,,,
Hexacromyum rara,radiolarians,,,,,
Bolivina daniensis,benthic foraminifera,,,,,
Cibicidoides succedens,benthic foraminifera,,,,,
Coscinodiscus elongatus,diatoms,,,,,
Xanthiopyxis acrolophra,diatoms,,,,,
Globigerinoides ruber ruber,planktic foraminfera,,,,,
Gyroidina tenera,benthic foraminifera,,,,,
Bursonima sp.,pollen,,,,,
Angulogerina cuneata,benthic foraminifera,,,,,
Stichopodium martellii conicum,radiolarians,,,,,
Wallodinium krutzschi,dinoflagellates,,,,,
Globigerina tapuriensis,planktic foraminfera,,,,,
Invertocysta tabulata,dinoflagellates,,,,,
Globorotalia barisanensis,planktic foraminfera,,,,,
Navicula pseudotuscula,diatoms,,,,,
Delphineis biseriata,diatoms,,,,,
Lophocyrtis norvegiensis,radiolarians,,,,,
Oolina lineata,benthic foraminifera,,202036.0,Oolina lineata,species,
Dictyocha extensa,silicoflagellates,,,,,
Polylepidina antillea,benthic foraminifera,,,,,
Nothofagidites matauraensis,pollen,,,,,
Rhizammina indivisa,benthic foraminifera,,,,,
Pseudorocella barbadense,diatoms,,,,,
Zygolithus dubius,nannofossils,,,,,
Uvigerina striatella,benthic foraminifera,,,,,
Thecosphaerella glebulenta,radiolarians,,,,,
Pseudotriceratium wallichi,diatoms,,,,,
Brizalina subaenariensis,benthic foraminifera,,,,,
Reophax scotti,benthic foraminifera,,,,,
Biddulphia cretacea,diatoms,,,,,
Saccammina complanata,benthic foraminifera,,,,,
Geminilithella rotula,nannofossils,,,,,
Alveolophraginium crassimargo,benthic foraminifera,,,,,
Sceptroneis grunowii,diatoms,,,,,
Bulimina buchiana,benthic foraminifera,,,,,
Discolithina viginitiforata,nannofossils,,,,,
Globigerinoides obliqus,planktic foraminfera,,,,,
Cornutella stiligera,radiolarians,,,,,
Helicopontosphaera reticulata,nannofossils,,,,,
Rhizosolenia praepaleacea,diatoms,,,,,
Rocella sp.(q),silicoflagellates,,,,,
Spongodiscid sp.,radiolarians,,,,,
Ericsonia eopelagica,nannofossils,,,,,
Discoaster tridenus,nannofossils,,,,,
Nonionella ovata,benthic foraminifera,,,,,
Discoaster divaricatus,nannofossils,,,,,
Marginulina dominicana,benthic foraminifera,,,,,
Podocarpidites microreticuloidata,pollen,,252663.0,Podocarpidites microreticuloidata,species,
Globigerina minima,planktic foraminfera,,,,,
Stephanodiscus-cyclotella,diatoms,,,,,
Discolithus antillarum,nannofossils,,,,,
Diploneis weissflogii,diatoms,,,,,
Buliminella curta,benthic foraminifera,,354859.0,Buliminella curta,species,
Globigerinoides trilobus immaturus,planktic foraminfera,,,,,
Plagiogramma sp.,diatoms,,,,,
Subbotina frontosa,planktic foraminfera,,,,,
Oolina borealis,benthic foraminifera,,,,,
Planorotalites sp.,planktic foraminfera,,2146.0,Planorotalites,genus,
Thalassiosira delicatula,diatoms,,,,,
Stephanopyxis superba,diatoms,,,,,
Rotorbinella lomaensis,benthic foraminifera,,,,,
Senipites tercrassata,pollen,,276740.0,Senipites tercrassata,species,
Siphonodosaria abyssorum aculeata,benthic foraminifera,,,,,
Gaudryina reusii,benthic foraminifera,,,,,
Biscutum melaniae,nannofossils,,88376.0,Biscutum melaniae,species,
Stereisporites concepcionensis,pollen,,,,,
Cannopilus ernestinae,silicoflagellates,,,,,
Globorotalia pachyderma,planktic foraminfera,,,,,
Botryostrobus euporus,radiolarians,,,,,
Stylotrochus quadribrachiatus quadribrachiatus,radiolarians,,,,,
Triceratium inconspicuum inconspicuum,diatoms,,,,,
Clathrocorona atreta,radiolarians,,,,,
Oolina squamosa,benthic foraminifera,,,,,
Heterohelix pulchra,planktic foraminfera,,,,,
Otosphaera annikae,radiolarians,,,,,
Plectofrondicularia nuttalli,benthic foraminifera,,,,,
Globigerina praebulloides leroyi,planktic foraminfera,,,,,
Lamarckina rugulosa,benthic foraminifera,,,,,
Distephanus boliviensis jimlingii,silicoflagellates,,,,,
Subbotina fringa,planktic foraminfera,,,,,
Distephanus palyactis crassus,silicoflagellates,,,,,
Trachoelphidiella sp.,benthic foraminifera,,,,,
Naviculopsis quadrata pacifica,silicoflagellates,,,,,
Spongotripus sp.,radiolarians,,325.0,Spongotripus,genus,
Stylatractus spinulosus,radiolarians,,,,,
Globorotalia miozea conomiozea,planktic foraminfera,,,,,
Globigerinita stainforthi,planktic foraminfera,,,,,
Ommatartus tetrathalamus tetrathalamus,radiolarians,,,,,
Giraffospyris annulispina,radiolarians,,,,,
Orthomorphina exilis,benthic foraminifera,,,,,
Hanzawaia boueana,benthic foraminifera,,,,,
Distephanus speculum speculum speculum,silicoflagellates,,,,,
Nuttalides truempyi,benthic foraminifera,,,,,
Actinoptychus vulgaris monicae,diatoms,,,,,
Dictyocha subclinata,silicoflagellates,,,,,
Tholospyris procera,radiolarians,,,,,
Globorotalia troelseni,planktic foraminfera,,,,,
Technitellla legumen,benthic foraminifera,,,,,
Scyphosphaera rottiensis,nannofossils,,,,,
Cibicidoides notocenicus,benthic foraminifera,,,,,
Kozloviella sp.,diatoms,,,,,
Fursenkoina cornuta,benthic foraminifera,,,,,
Bolivina bradyi,benthic foraminifera,,,,,
Tetralithus praemurus,nannofossils,,87968.0,Tetralithus praemurus,species,
Bolivina variablis,benthic foraminifera,,,,,
Nematosphaeropsis aquaeducta,dinoflagellates,,,,,
Biddulphia alternans,diatoms,,,,,
Anomalinoides cicatricosus,benthic foraminifera,,,,,
Gosella flintii,benthic foraminifera,,,,,
Cibicidoides subhaidingeri,benthic foraminifera,,,,,
Moraceae,pollen,,53874.0,Moraceae,family,
Coscinodiscus obovatus,diatoms,,,,,
Thalassionema bacillaris,diatoms,,,,,
Coscinodiscus senarius parvula,diatoms,,,,,
Globorotalia miozea sphericomiozea,planktic foraminfera,,,,,
Corbisema inermis minor,silicoflagellates,,,,,
Pontocypris sp.,ostracod,,24463.0,Pontocypris,genus,
Orthozygus aureus,nannofossils,,,,,
Globigerinella siphonifera involuta,planktic foraminfera,,,,,
Pterocanium bicorne,radiolarians,,,,,
Heliorthus distentus,nannofossils,,,,,
Globorotaloides extans,planktic foraminfera,,,,,
Adnatosphaeridium robustum,dinoflagellates,,,,,
Deflandrea oebisfeldensis,dinoflagellates,,,,,
Thalassiosira kozlovii,diatoms,,,,,
Triceratium pileolous,diatoms,,,,,
Globigerina digitata,planktic foraminfera,,,,,
Reophax trinitatensis,benthic foraminifera,,,,,
Lithocyclia ocellus group,radiolarians,,,,,
Sphenolithus orphanknolli,nannofossils,,,,,
Globigerina angiporoides minima,planktic foraminfera,,,,,
Peridinium sp.,dinoflagellates,,282552.0,Peridinium,genus,
Globigerinoides trilobus fistulosus,planktic foraminfera,,,,,
Diplocyclas ionis,radiolarians,,,,,
Mesocena apiculata,silicoflagellates,,,,,
Subbotina quadrata,planktic foraminfera,,,,,
Globigerina trilocularis,planktic foraminfera,,,,,
Bulimina tuxpomensis,benthic foraminifera,,,,,
Scapholithus sp.,nannofossils,,87694.0,Scapholithus,genus,
Thyrsocyrtis sp.,radiolarians,,685.0,Thyrsocyrtis,genus,
Ellipsoglandulina labiata,benthic foraminifera,,,,,
Morozovella prae-aequa,planktic foraminfera,,,,,
Orthomorphina havensis,benthic foraminifera,,,,,
Lyramula simplex,silicoflagellates,,,,,
Muellerina sp.,ostracod,,24299.0,Muellerina,genus,
Cocconeis vitrea,diatoms,,,,,
Pseudonodosaria manifesta,benthic foraminifera,,,,,
Pleurosigma planktonica,diatoms,,,,,
Nematosphaeropsis sp.,dinoflagellates,,264649.0,Nematosphaeropsis,genus,
Globorotalia praefohsi,planktic foraminfera,,422386.0,Globorotalia praefohsi,species,
