taxon_group,verbatim_name,name,comment,taxon_name_above_genus,genus_modifier,genus_name,subgenera_modifier,subgenera_name,species_modifier,species_name,subspecies_modifier,subspecies_name,non_taxa_descriptor,comments,pbdb_taxon_id,pbdb_taxon_rank,pbdb_taxon_name
diatoms; diatoms; diatoms,Thalassionema nitzschioides  var. parva; Thalassionema nitzschioides var. parva; Thalassionema nitzschioides var. parvum,Thalassionema nitzschioides var. parva,,,,Thalassionema,,,,nitzschioides,var.,parva,,,82176,genus,Thalassionema
diatoms,Thalassionema nitzschoides,Thalassionema nitzschoides,,,,Thalassionema,,,,nitzschoides,,,,,82176,genus,Thalassionema
diatoms,Thalassionema robusta,Thalassionema robusta,,,,Thalassionema,,,,robusta,,,,,82176,genus,Thalassionema
diatoms,Thalassionema schraderi,Thalassionema schraderi,,,,Thalassionema,,,,schraderi,,,,,82176,genus,Thalassionema
diatoms,Thalassionema spp.,Thalassionema spp.,,,,Thalassionema,,,,spp.,,,,,82176,genus,Thalassionema
diatoms,Thalassiosira 'palmeri',"Thalassiosira ""palmeri""",,,,Thalassiosira,,,,"""palmeri""",,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira aff. Inura,Thalassiosira aff. inura,,,,Thalassiosira,,,aff.,inura,,,,Thalassiosira aff. Inura,82177,genus,Thalassiosira
diatoms,Thalassiosira anguste-lineata,Thalassiosira anguste-lineata,,,,Thalassiosira,,,,anguste-lineata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira antarctica,Thalassiosira antarctica,,,,Thalassiosira,,,,antarctica,,,,,82177,genus,Thalassiosira
diatoms; diatoms; diatoms; diatoms; diatoms,Thalassiosira antarctica Spore; Thalassiosira antarctica Spores; Thalassiosira antarctica spore; Thalassiosira antarctica spores; Thalassiosira antrct-spore,Thalassiosira antarctica (Spores),,,,Thalassiosira,,,,antarctica,,,Spores,,82177,genus,Thalassiosira
diatoms,Thalassiosira antiqua,Thalassiosira antiqua,,,,Thalassiosira,,,,antiqua,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira bioculata,Thalassiosira bioculata,,,,Thalassiosira,,,,bioculata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira biora,Thalassiosira biora,,,,Thalassiosira,,,,biora,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira brunii,Thalassiosira brunii,,,,Thalassiosira,,,,brunii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira burckliana,Thalassiosira burckliana,,,,Thalassiosira,,,,burckliana,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira cf. jacksonii,Thalassiosira cf. jacksonii,,,,Thalassiosira,,,cf.,jacksonii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira cf. leptopus,Thalassiosira cf. leptopus,,,,Thalassiosira,,,cf.,leptopus,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira cf. usatschevii,Thalassiosira cf. usatschevii,,,,Thalassiosira,,,cf.,usatschevii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira complicata,Thalassiosira complicata,,,,Thalassiosira,,,,complicata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira convexa,Thalassiosira convexa,,,,Thalassiosira,,,,convexa,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. aspinosa,,,,Thalassiosira,,,,convexa,var.,aspinosa,,,82177,genus,Thalassiosira
diatoms,Thalassiosira convexa var. convexa,Thalassiosira convexa var. convexa,,,,Thalassiosira,,,,convexa,var.,convexa,,,82177,genus,Thalassiosira
diatoms,Thalassiosira decipiens,Thalassiosira decipens,,,,Thalassiosira,,,,decipens,,,,,82177,genus,Thalassiosira
diatoms; diatoms; diatoms,Thalassiosira aff. eccentrica; Thalassiosira eccentrica; Thalassiosira eccentrica (Ehrenberg),Thalassiosira eccentrica,,,,Thalassiosira,,,,eccentrica,,,,Thalassiosira aff. eccentrica; Thalassiosira eccentrica (Ehrenberg),82177,genus,Thalassiosira
diatoms,Thalassiosira elliptipora,Thalassiosira elliptipora,,,,Thalassiosira,,,,elliptipora,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira fasciculata,Thalassiosira fasciculata,,,,Thalassiosira,,,,fasciculata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira ferelineata,Thalassiosira ferelineata,,,,Thalassiosira,,,,ferelineata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira fraga,Thalassiosira fraga,,,,Thalassiosira,,,,fraga,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira frauenfeldii,Thalassiosira frauenfeldii,,,,Thalassiosira,,,,frauenfeldii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira gersondei,Thalassiosira gersondei,,,,Thalassiosira,,,,gersondei,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira gracilis,Thalassiosira gracillis,,,,Thalassiosira,,,,gracillis,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira gravida,Thalassiosira gravida,,,,Thalassiosira,,,,gravida,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira grunowii,Thalassiosira grounowii,,,,Thalassiosira,,,,grounowii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira hyalina,Thalassiosira hyalina,,,,Thalassiosira,,,,hyalina,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira insigna,Thalassiosira insigna,,,,Thalassiosira,,,,insigna,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira inura,Thalassiosira inura,,,,Thalassiosira,,,,inura,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira jacksonii,Thalassiosira jacksonii,,,,Thalassiosira,,,,jacksonii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira jouseae,Thalassiosira jouseae,,,,Thalassiosira,,,,jouseae,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira kolbei,Thalassiosira kolbei,,,,Thalassiosira,,,,kolbei,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira lacustris,Thalassiosira lacustris,,,,Thalassiosira,,,,lacustris,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira latimarginata,Thalassiosira latimarginata,,,,Thalassiosira,,,,latimarginata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira lentiginosa,Thalassiosira lentiginosa,,,,Thalassiosira,,,,lentiginosa,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira lentiginosa var. obovatus,Thalassiosira lentiginosa var. obovatus,,,,Thalassiosira,,,,lentiginosa,var.,obovatus,,,82177,genus,Thalassiosira
diatoms; diatoms,Thalassiosira leptopus; Thalssiosira leptopus,Thalassiosira leptopus,,,,Thalassiosira,,,,leptopus,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira lineata,Thalassiosira lineata,,,,Thalassiosira,,,,lineata,,,,,82177,genus,Thalassiosira
diatoms,Thlalassiosira lucustris,Thalassiosira lucustris,genus misspelled,,,Thalassiosira,,,,lucustris,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira mahoodii,Thalassiosira mahoodii,,,,Thalassiosira,,,,mahoodii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira manifesta,Thalassiosira manifesta,,,,Thalassiosira,,,,manifesta,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira marujamica,Thalassiosira marujamica,,,,Thalassiosira,,,,marujamica,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira mediaconvexa,Thalassiosira mediaconvexa,,,,Thalassiosira,,,,mediaconvexa,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira minutissima,Thalassiosira minutissima,,,,Thalassiosira,,,,minutissima,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira miocenica,Thalassiosira miocenica,,,,Thalassiosira,,,,miocenica,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira nansenii,Thalassiosira nansenii,,,,Thalassiosira,,,,nansenii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira nidulus,Thalassiosira nidulus,,,,Thalassiosira,,,,nidulus,,,,,82177,genus,Thalassiosira
diatoms; diatoms,Thalassiosira nodulolineata; Thalssiosira nodulolineata,Thalassiosira nodulolineata,,,,Thalassiosira,,,,nodulolineata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,,,,Thalassiosira,,,,nordenskioeldii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira oestrupii,Thalassiosira oestrupii,,,,Thalassiosira,,,,oestrupii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira oestrupii var. oestrupii,Thalassiosira oestrupii var. oestrupii,,,,Thalassiosira,,,,oestrupii,var.,oestrupii,,,82177,genus,Thalassiosira
diatoms,Thalassiosira oestrupii var. venrickae,Thalassiosira oestrupii var. venrickae,,,,Thalassiosira,,,,oestrupii,var.,venrickae,,,82177,genus,Thalassiosira
diatoms,Thalassiosira oliverana,Thalassiosira oliverana,,,,Thalassiosira,,,,oliverana,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira oliverana var. sparsa,Thalassiosira oliverana var. sparsa,,,,Thalassiosira,,,,oliverana,var.,sparsa,,,82177,genus,Thalassiosira
diatoms,Thalassiosira pacifica,Thalassiosira pacifica,,,,Thalassiosira,,,,pacifica,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira plicata,Thalassiosira plicata,,,,Thalassiosira,,,,plicata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira poroseriata,Thalassiosira poroseriata,,,,Thalassiosira,,,,poroseriata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira praeconvexa,Thalassiosira praeconvexa,,,,Thalassiosira,,,,praeconvexa,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira praefraga,Thalassiosira praefraga,,,,Thalassiosira,,,,praefraga,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira ritscherii,Thalassiosira ritscherii,,,,Thalassiosira,,,,ritscherii,,,,,82177,genus,Thalassiosira
diatoms; diatoms,Thalassiosira latimarginata s.l.; Thalassiosira latimarginata sl.,Thalassiosira s.l. latimarginata,,,,Thalassiosira,,,s.l.,latimarginata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira sancettae,Thalassiosira sancettae,,,,Thalassiosira,,,,sancettae,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira singularis,Thalassiosira singularis,,,,Thalassiosira,,,,singularis,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira sp.,Thalassiosira sp.,,,,Thalassiosira,,,,sp.,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira sp. 1,Thalassiosira sp. 1,,,,Thalassiosira,,,,sp. 1,,,,Thalassiosira sp. 1,82177,genus,Thalassiosira
diatoms,Thalassiosira sp.10,Thalassiosira sp. 10,,,,Thalassiosira,,,,sp. 10,,,,Thalassiosira sp. 10,82177,genus,Thalassiosira
diatoms,Thalassiosira sp.4,Thalassiosira sp. 4,,,,Thalassiosira,,,,sp. 4,,,,Thalassiosira sp. 4,82177,genus,Thalassiosira
diatoms,Thalassiosira sp.5,Thalassiosira sp. 5,,,,Thalassiosira,,,,sp. 5,,,,Thalassiosira sp. 5,82177,genus,Thalassiosira
diatoms,Thalassiosira sp.6,Thalassiosira sp. 6,,,,Thalassiosira,,,,sp. 6,,,,Thalassiosira sp. 6,82177,genus,Thalassiosira
diatoms,Thalassiosira sp.8,Thalassiosira sp. 8,,,,Thalassiosira,,,,sp. 8,,,,Thalassiosira sp. 8,82177,genus,Thalassiosira
diatoms,Thalassiosira sp.9,Thalassiosira sp. 9,,,,Thalassiosira,,,,sp. 9,,,,Thalassiosira sp. 9,82177,genus,Thalassiosira
diatoms,Thalassiosira sp. D 'paired row central processes',Thalassiosira sp. D,,,,Thalassiosira,,,,sp. D,,,,Thalassiosira sp. D 'paired row central processes',82177,genus,Thalassiosira
diatoms,Thalassiosira sp. E 'patches of processes',Thalassiosira sp. E,,,,Thalassiosira,,,,sp. E,,,,Thalassiosira sp. E 'patches of processes',82177,genus,Thalassiosira
diatoms,Thalassiosira sp. F 'glass w. bubbles',Thalassiosira sp. F,,,,Thalassiosira,,,,sp. F,,,,Thalassiosira sp. F 'glass w. bubbles',82177,genus,Thalassiosira
diatoms,Thalassiosira spinosa,Thalassiosira spinosa,,,,Thalassiosira,,,,spinosa,,,,,82177,genus,Thalassiosira
diatoms; diatoms,Thalassiosira spp; Thalassiosira spp.,Thalassiosira spp.,,,,Thalassiosira,,,,spp.,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira spumellaroides,Thalassiosira spumellaroides,,,,Thalassiosira,,,,spumellaroides,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira striata,Thalassiosira striata,,,,Thalassiosira,,,,striata,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira symbolophora,Thalassiosira symbolophora,,,,Thalassiosira,,,,symbolophora,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira tappanae,Thalassiosira tappanae,,,,Thalassiosira,,,,tappanae,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira temperei,Thalassiosira temperei,,,,Thalassiosira,,,,temperei,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira teres,Thalassiosira teres,,,,Thalassiosira,,,,teres,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira torokina,Thalassiosira torokina,,,,Thalassiosira,,,,torokina,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira trifulta,Thalassiosira trifulta,,,,Thalassiosira,,,,trifulta,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira tumida,Thalassiosira tumida,,,,Thalassiosira,,,,tumida,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira vulnifica,Thalassiosira vulnifica,,,,Thalassiosira,,,,vulnifica,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira webbii,Thalassiosira webbii,,,,Thalassiosira,,,,webbii,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira yabei,Thalassiosira yabei,,,,Thalassiosira,,,,yabei,,,,,82177,genus,Thalassiosira
diatoms,Thalassiosira yabei var. elliptica,Thalassiosira yabei var. elliptica,,,,Thalassiosira,,,,yabei,var.,elliptica,,,82177,genus,Thalassiosira
diatoms; diatoms,Lioloma spp. or Thalassiothrix spp.; Thalassiothrix spp. (incl. Lioloma),Thalassiosiraceae indet.,,Thalassiosiraceae indet.,,,,,,,,,,Lioloma spp. or Thalassiothrix spp.; Thalassiothrix spp. (incl. Lioloma),71204,family,Thalassiosiraceae
diatoms,Thalassiothrix antarctica,Thalassiothrix antarctica,,,,Thalassiothrix,,,,antarctica,,,,,82178,genus,Thalassiothrix
diatoms,Thalassiothrix flaugenferdii,Thalassiothrix flaugenferdii,,,,Thalassiothrix,,,,flaugenferdii,,,,,82178,genus,Thalassiothrix
diatoms,Thalassiothrix frauenfeldii,Thalassiothrix frauenfeldii,,,,Thalassiothrix,,,,frauenfeldii,,,,,82178,genus,Thalassiothrix
diatoms,Thalassiothrix longissima,Thalassiothrix longissima,,,,Thalassiothrix,,,,longissima,,,,,387113,species,Thalassiothrix longissima
diatoms,Thalassiothrix miocenica,Thalassiothrix miocenica,,,,Thalassiothrix,,,,miocenica,,,,,82178,genus,Thalassiothrix
diatoms,Thalassiothrix robusta,Thalassiothrix robusta,,,,Thalassiothrix,,,,robusta,,,,,82178,genus,Thalassiothrix
diatoms,Thalassiothrix spp.,Thalassiothrix spp.,,,,Thalassiothrix,,,,spp.,,,,,82178,genus,Thalassiothrix
planktic_forams,Thalmanninella gandolfii,Thalmanninella gandolfii,,,,Thalmanninella,,,,gandolfii,,,,,313737,genus,Thalmanninella
radiolarians,Thecosphaera akitaensis,Thecosphaera akitaensis,,,,Thecosphaera,,,,akitaensis,,,,,367,genus,Thecosphaera
radiolarians,Thecosphaera japonica,Thecosphaera japonica,,,,Thecosphaera,,,,japonica,,,,,367,genus,Thecosphaera
radiolarians,Thecosphaera pseudojaponica,Thecosphaera pseudojaponica,,,,Thecosphaera,,,,pseudojaponica,,,,,367,genus,Thecosphaera
radiolarians,Theocalyptra davisiana,Theocalyptra davisiana,,,,Theocalyptra,,,,davisiana,,,,,674,genus,Theocalyptra
radiolarians,Theocalyptra sp.,Theocalyptra sp.,,,,Theocalyptra,,,,sp.,,,,,674,genus,Theocalyptra
radiolarians,Theocorys acroria,Theocorys acroria,,,,Theocorys,,,,acroria,,,,,152644,species,Theocorys acroria
radiolarians,Theocorys anaclasta,Theocorys anaclasta,,,,Theocorys,,,,anaclasta,,,,,152645,species,Theocorys anaclasta
radiolarians,Theocorys anapographa,Theocorys anapographa,,,,Theocorys,,,,anapographa,,,,,678,genus,Theocorys
radiolarians,Theocorys anapographa Var. A,Theocorys anapographa var. A,,,,Theocorys,,,,anapographa,var.,A,,,678,genus,Theocorys
radiolarians,Theocorys perforalvus,Theocorys perforalvus,,,,Theocorys,,,,perforalvus,,,,,678,genus,Theocorys
radiolarians,Theocorys puriri,Theocorys puriri,,,,Theocorys,,,,puriri,,,,,678,genus,Theocorys
radiolarians,Theocorys redondoensis,Theocorys redondoensis,,,,Theocorys,,,,redondoensis,,,,,678,genus,Theocorys
radiolarians,Theocorys spongoconus,Theocorys spongoconus,,,,Theocorys,,,,spongoconus,,,,,678,genus,Theocorys
radiolarians,Theocorythium trachelium,Theocorythium trachelium,,,,Theocorythium,,,,trachelium,,,,,86224,genus,Theocorythium
radiolarians,Theocorythium trachelium trachelium,Theocorythium trachelium trachelium,,,,Theocorythium,,,,trachelium,,trachelium,,,86224,genus,Theocorythium
radiolarians,Theocorythium vetulum,Theocorythium vetulum,,,,Theocorythium,,,,vetulum,,,,,86224,genus,Theocorythium
radiolarians,Theocotyle conica,Theocotyle conica,,,,Theocotyle,,,,conica,,,,,679,genus,Theocotyle
radiolarians,Theocotyle cryptocephala,Theocotyle cryptocephala,,,,Theocotyle,,,,cryptocephala,,,,,152648,species,Theocotyle cryptocephala
radiolarians,Theocotyle ficus,Theocotyle ficus,,,,Theocotyle,,,,ficus,,,,,679,genus,Theocotyle
radiolarians; radiolarians,Theocotyle nigrinae; Theocotyle nigriniae,Theocotyle nigriniae,,,,Theocotyle,,,,nigriniae,,,,,152654,species,Theocotyle nigriniae
radiolarians,Theocotyle ? spp.,Theocotyle spp.,,,,Theocotyle,,,,spp.,,,,,679,genus,Theocotyle
radiolarians,Theocotyle venezuelensis,Theocotyle venezuelensis,,,,Theocotyle,,,,venezuelensis,,,,,152653,species,Theocotyle venezuelensis
radiolarians; radiolarians,Theocotylissa ficus; Theocotyllissa ficus,Theocotylissa ficus,alternative spelling for Theocotyle; alternative spelling for Theocotyle,,,Theocotylissa,,,,ficus,,,,,152660,species,Theocotylissa ficus
radiolarians,Theocotylissa spp.,Theocotylissa spp.,alternative spelling for Theocotyle,,,Theocotylissa,,,,spp.,,,,,152649,subgenus,Theocotyle (Theocotylissa)
radiolarians,Theocyrtis annosa,Theocyrtis annosa,,,,Theocyrtis,,,,annosa,,,,,681,genus,Theocyrtis
radiolarians,Theocyrtis careotuberosa n. sp.,Theocyrtis careotuberosa,,,,Theocyrtis,,,,careotuberosa,,,,,681,genus,Theocyrtis
radiolarians,Theocyrtis perpumila n. sp.,Theocyrtis perpumila,,,,Theocyrtis,,,,perpumila,,,,,681,genus,Theocyrtis
radiolarians,Theocyrtis perysinos n. sp.,Theocyrtis perysinos,,,,Theocyrtis,,,,perysinos,,,,,681,genus,Theocyrtis
radiolarians; radiolarians,Theocyrtis setanios; Theocyrtis setanios n. sp.,Theocyrtis setanios,,,,Theocyrtis,,,,setanios,,,,,681,genus,Theocyrtis
radiolarians,Theocyrtis tuberosa,Theocyrtis tuberosa,,,,Theocyrtis,,,,tuberosa,,,,,681,genus,Theocyrtis
nannofossils,Thiersteinia ecclesiastica,Thiersteinia ecclesiastica,,,,Thiersteinia,,,,ecclesiastica,,,,,88164,species,Thiersteinia ecclesiastica
radiolarians,Tholospyris baconiana,Tholospyris baconiana,,,,Tholospyris,,,,baconiana,,,,,684,genus,Tholospyris
radiolarians,Tholospyris kantiana,Tholospyris kantiana,,,,Tholospyris,,,,kantiana,,,,,684,genus,Tholospyris
radiolarians,Tholospyris scaphipes,Tholospyris scaphipes,,,,Tholospyris,,,,scaphipes,,,,,684,genus,Tholospyris
radiolarians,Tholospyris sp. group,Tholospyris sp.,,,,Tholospyris,,,,sp.,,,,Tholospyris sp. group,684,genus,Tholospyris
nannofossils,Thoracosphaera heimii,Thoracosphaera heimii,,,,Thoracosphaera,,,,heimii,,,,,432568,genus,Thoracosphaera
nannofossils,Thoracosphaera saxea,Thoracosphaera saxea,,,,Thoracosphaera,,,,saxea,,,,,432568,genus,Thoracosphaera
nannofossils,Thoracosphaera sp.,Thoracosphaera sp.,,,,Thoracosphaera,,,,sp.,,,,,432568,genus,Thoracosphaera
nannofossils,Thoracosphaera spp.,Thoracosphaera spp.,,,,Thoracosphaera,,,,spp.,,,,,432568,genus,Thoracosphaera
radiolarians,Thyrsocyrtis bromia,Thyrsocyrtis bromia,,,,Thyrsocyrtis,,,,bromia,,,,,685,genus,Thyrsocyrtis
radiolarians,Thyrsocyrtis hirsuta,Thyrsocyrtis hirsuta,,,,Thyrsocyrtis,,,,hirsuta,,,,,152661,species,Thyrsocyrtis (Thyrsocyrtis) hirsuta
radiolarians,Thyrsocyrtis krooni,Thyrsocyrtis krooni,,,,Thyrsocyrtis,,,,krooni,,,,,685,genus,Thyrsocyrtis
radiolarians,Thyrsocyrtis lochites,Thyrsocyrtis lochites,,,,Thyrsocyrtis,,,,lochites,,,,,685,genus,Thyrsocyrtis
radiolarians,Thyrsocyrtis orthotenes n. sp.,Thyrsocyrtis orthotenes,,,,Thyrsocyrtis,,,,orthotenes,,,,,685,genus,Thyrsocyrtis
radiolarians,Thyrsocyrtis pinguisicoides,Thyrsocyrtis pinguisicoides,,,,Thyrsocyrtis,,,,pinguisicoides,,,,,685,genus,Thyrsocyrtis
radiolarians,Thyrsocyrtis rhizodon,Thyrsocyrtis rhizodon,,,,Thyrsocyrtis,,,,rhizodon,,,,,152665,species,Thyrsocyrtis (Thyrsocyrtis) rhizodon
radiolarians,Thyrsocyrtis robusta,Thyrsocyrtis robusta,,,,Thyrsocyrtis,,,,robusta,,,,,152667,species,Thyrsocyrtis (Thyrsocyrtis) robusta
radiolarians,Thyrsocyrtis tensa,Thyrsocyrtis tensa,,,,Thyrsocyrtis,,,,tensa,,,,,152673,species,Thyrsocyrtis (Pentalacorys) tensa
radiolarians,Thyrsocyrtis tetracantha,Thyrsocyrtis tetracantha,,,,Thyrsocyrtis,,,,tetracantha,,,,,685,genus,Thyrsocyrtis
radiolarians,Thyrsocyrtis triacantha,Thyrsocyrtis triacantha,,,,Thyrsocyrtis,,,,triacantha,,,,,152671,species,Thyrsocyrtis (Pentalacorys) triacantha
planktic_forams,Ticinella madecassiana,Ticinella madecassiana,,,,Ticinella,,,,madecassiana,,,,,2677,genus,Ticinella
planktic_forams,Ticinella praeticinensis,Ticinella praeticinensis,,,,Ticinella,,,,praeticinensis,,,,,2677,genus,Ticinella
planktic_forams,Ticinella primula,Ticinella primula,,,,Ticinella,,,,primula,,,,,2677,genus,Ticinella
planktic_forams,Ticinella raynaudi,Ticinella raynaudi,,,,Ticinella,,,,raynaudi,,,,,2677,genus,Ticinella
planktic_forams,Ticinella roberti,Ticinella roberti,,,,Ticinella,,,,roberti,,,,,2677,genus,Ticinella
