Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Color(name),Lithology Prefix,Lithology Principal Name,Classification,Lithology Suffix,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
"334-U1378B-59X-1-A, 0-23",334,U1378,B,59,59-1,X,1,A,0,23,485.5,485.73,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,728
"334-U1378B-59X-2-A, 0-150",334,U1378,B,59,59-2,X,2,A,0,150,485.73,487.23,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,729
"334-U1378B-59X-3-A, 0-150",334,U1378,B,59,59-3,X,3,A,0,150,487.23,488.73,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,730
"334-U1378B-59X-4-A, 0-125",334,U1378,B,59,59-4,X,4,A,0,125,488.73,489.98,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,731
"334-U1378B-59X-5-A, 0-150",334,U1378,B,59,59-5,X,5,A,0,150,489.98,491.48,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,732
"334-U1378B-59X-6-A, 0-150",334,U1378,B,59,59-6,X,6,A,0,150,491.48,492.98,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,733
"334-U1378B-59X-7-A, 0-100",334,U1378,B,59,59-7,X,7,A,0,100,492.98,493.98,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,734
"334-U1378B-59X-8-A, 0-75",334,U1378,B,59,59-8,X,8,A,0,75,493.98,494.73,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,735
"334-U1378B-59X-CC-A, 0-62",334,U1378,B,59,59-CC,X,CC,A,0,62,494.73,495.35,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,,,,,736
"334-U1378B-60X-1-A, 15-42",334,U1378,B,60,60-1,X,1,A,15,42,495.35,495.62,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,737
"334-U1378B-60X-1-A, 42-45",334,U1378,B,60,60-1,X,1,A,42,45,495.62,495.65,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,,,,,738
"334-U1378B-60X-1-A, 45-150",334,U1378,B,60,60-1,X,1,A,45,150,495.65,496.7,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,739
"334-U1378B-60X-2-A, 0-27",334,U1378,B,60,60-2,X,2,A,0,27,496.7,496.97,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,740
"334-U1378B-60X-2-A, 27-28",334,U1378,B,60,60-2,X,2,A,27,28,496.97,496.98,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,,,,,741
"334-U1378B-60X-2-A, 28-150",334,U1378,B,60,60-2,X,2,A,28,150,496.98,498.2,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,742
"334-U1378B-60X-3-A, 0-92",334,U1378,B,60,60-3,X,3,A,0,92,498.2,499.12,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,743
"334-U1378B-60X-4-A, 0-92",334,U1378,B,60,60-4,X,4,A,0,92,499.12,500.04,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,744
"334-U1378B-60X-5-A, 0-150",334,U1378,B,60,60-5,X,5,A,0,150,500.04,501.54,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,745
"334-U1378B-60X-6-A, 0-72",334,U1378,B,60,60-6,X,6,A,0,72,501.54,502.26,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,746
"334-U1378B-60X-CC-A, 0-26",334,U1378,B,60,60-CC,X,CC,A,0,26,502.26,502.52,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,747
"334-U1378B-60X-CC-A, 26-30",334,U1378,B,60,60-CC,X,CC,A,26,30,502.52,502.56,N 7,,breccia,"Fisher and Schminke, 1984",,breccia,granule [U14W22],,cemented,Siltstone clasts in a calcareous sandy matrix,,,,,,748
"334-U1378B-60X-CC-A, 30-41",334,U1378,B,60,60-CC,X,CC,A,30,41,502.56,502.67,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,rubble composed of lithified calcareous very-fine sandstone.,,,,,,749
"334-U1378B-61X-1-A, 0-111",334,U1378,B,61,61-1,X,1,A,0,111,504.6,505.71,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,750
"334-U1378B-61X-1-A, 111-114",334,U1378,B,61,61-1,X,1,A,111,114,505.71,505.74,10R 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,soft,,,,,,,751
"334-U1378B-61X-1-A, 114-150",334,U1378,B,61,61-1,X,1,A,114,150,505.74,506.1,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,752
"334-U1378B-61X-2-A, 0-150",334,U1378,B,61,61-2,X,2,A,0,150,506.1,507.6,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,753
"334-U1378B-61X-3-A, 0-150",334,U1378,B,61,61-3,X,3,A,0,150,507.6,509.1,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,754
"334-U1378B-61X-4-A, 0-138",334,U1378,B,61,61-4,X,4,A,0,138,509.1,510.48,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,755
"334-U1378B-61X-5-A, 0-26",334,U1378,B,61,61-5,X,5,A,0,26,510.48,510.74,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,756
"334-U1378B-61X-5-A, 0-26",334,U1378,B,61,61-5,X,5,A,0,26,510.48,510.74,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,757
"334-U1378B-61X-CC-A, 0-22",334,U1378,B,61,61-CC,X,CC,A,0,22,510.74,510.96,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,758
"334-U1378B-61X-CC-A, 0-43",334,U1378,B,61,61-CC,X,CC,A,0,43,510.74,511.17,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,759
"334-U1378B-61X-CC-A, 22-43",334,U1378,B,61,61-CC,X,CC,A,22,43,510.96,511.17,10Y 5/1,,Calcareous Mud,,,Calcareous Mud,fine silt [U14W22],,well consolidated,,,,,,,760
"334-U1378B-62X-1-A, 0-81",334,U1378,B,62,62-1,X,1,A,0,81,509.7,510.51,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,761
"334-U1378B-62X-2-A, 0-86",334,U1378,B,62,62-2,X,2,A,0,86,510.51,511.37,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,762
"334-U1378B-62X-2-A, 86-88",334,U1378,B,62,62-2,X,2,A,86,88,511.37,511.39,10R 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,well consolidated,pinkish grey layer.,,,,,,763
"334-U1378B-62X-2-A, 88-150",334,U1378,B,62,62-2,X,2,A,88,150,511.39,512.01,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,764
"334-U1378B-62X-3-A, 0-115",334,U1378,B,62,62-3,X,3,A,0,115,512.01,513.16,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,765
"334-U1378B-62X-CC-A, 0-40",334,U1378,B,62,62-CC,X,CC,A,0,40,513.16,513.56,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,766
"334-U1378B-63X-1-A, 0-28",334,U1378,B,63,63-1,X,1,A,0,28,514.2,514.48,,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,,,,,,,,767
"334-U1378B-63X-1-A, 28-150",334,U1378,B,63,63-1,X,1,A,28,150,514.48,515.7,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,768
"334-U1378B-63X-2-A, 0-110",334,U1378,B,63,63-2,X,2,A,0,110,515.7,516.8,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,769
"334-U1378B-63X-3-A, 0-110",334,U1378,B,63,63-3,X,3,A,0,110,516.8,517.9,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,770
"334-U1378B-63X-4-A, 0-122",334,U1378,B,63,63-4,X,4,A,0,122,517.9,519.12,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,771
"334-U1378B-63X-5-A, 0-150",334,U1378,B,63,63-5,X,5,A,0,150,519.12,520.62,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,772
"334-U1378B-63X-6-A, 0-150",334,U1378,B,63,63-6,X,6,A,0,150,520.62,522.12,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,773
"334-U1378B-63X-7-A, 0-144",334,U1378,B,63,63-7,X,7,A,0,144,522.12,523.56,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,774
"334-U1378B-63X-CC-A, 0-34",334,U1378,B,63,63-CC,X,CC,A,0,34,523.56,523.9,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,775
