verbatim_name,taxon_group,genus name,_simplified_name,species name,subspecies name,_merge_approved
Thalassiothrix robusta,diatoms,Thalassiothrix,Thalassiothrix robusta,robusta,,both
Globigerina galavisi,planktic_foraminfera,Globigerina,Globigerina galavisi,galavisi,,left_only
Globorotalia menardii miocenica,planktic_foraminfera,Globorotalia,Globorotalia menardii miocenica,menardii,miocenica,left_only
Hastigerinella sp.,planktic_foraminfera,Hastigerinella,Hastigerinella sp.,sp.,,left_only
Umbellosphaera irregularis,nannofossils,Umbellosphaera,Umbellosphaera irregularis,irregularis,,both
Globorotalia pertenuis multicamerata,planktic_foraminfera,Globorotalia,Globorotalia pertenuis multicamerata,pertenuis,multicamerata,left_only
Dictyocha fibula formicata,silicoflagellates,Dictyocha,Dictyocha fibula formicata,fibula,formicata,left_only
Orthomorphina challengeriana,benthic_foraminfera,Orthomorphina,Orthomorphina challengeriana,challengeriana,,both
Nodosaria delicatula,benthic_foraminfera,Nodosaria,Nodosaria delicatula,delicatula,,left_only
Rupertina stabilis,benthic_foraminfera,Rupertina,Rupertina stabilis,stabilis,,both
Hymeniastrum euclidis,radiolarians,Hymeniastrum,Hymeniastrum euclidis,euclidis,,both
Globigerina prolata,planktic_foraminfera,Globigerina,Globigerina prolata,prolata,,left_only
Pyrgodiscus cameratus,diatoms,Pyrgodiscus,Pyrgodiscus cameratus,cameratus,,left_only
Lamprocyclas rhinoceros,radiolarians,Lamprocyclas,Lamprocyclas rhinoceros,rhinoceros,,left_only
Cornutella californica (q),radiolarians,Cornutella,Cornutella californica,californica,,left_only
Cyclampterium longiventer,radiolarians,Cyclampterium,Cyclampterium longiventer,longiventer,,left_only
Tholospyris acuminata,radiolarians,Tholospyris,Tholospyris acuminata,acuminata,,left_only
Bolivina beyrichi,benthic_foraminfera,Bolivina,Bolivina beyrichi,beyrichi,,left_only
Gaudryina jacksonensis,benthic_foraminfera,Gaudryina,Gaudryina jacksonensis,jacksonensis,,left_only
Triquetrorhabdulus rugosus,nannofossils,Triquetrorhabdulus,Triquetrorhabdulus rugosus,rugosus,,both
Hygrophyla sp. (q),pollen,Hygrophyla,Hygrophyla sp.,sp.,,left_only
Diploneis notabilis,diatoms,Diploneis,Diploneis notabilis,notabilis,,left_only
Dentalina distincta,benthic_foraminfera,Dentalina,Dentalina distincta,distincta,,left_only
Collosphaera tuberosa,radiolarians,Collosphaera,Collosphaera tuberosa,tuberosa,,both
Globorotalia ikebei,planktic_foraminfera,Globorotalia,Globorotalia ikebei,ikebei,,left_only
Operculodinium echigoense,dinoflagellates,Operculodinium,Operculodinium echigoense,echigoense,,left_only
Triceratium favus,diatoms,Triceratium,Triceratium favus,favus,,both
Rhabdonoma angulatum,diatoms,Rhabdonoma,Rhabdonoma angulatum,angulatum,,left_only
Bythoceratina sp. (q),ostracods,Bythoceratina,Bythoceratina sp.,sp.,,left_only
Discoaster variabilis pansus,nannofossils,Discoaster,Discoaster variabilis pansus,variabilis,pansus,left_only
Discoaster mirus,nannofossils,Discoaster,Discoaster mirus,mirus,,left_only
Lithomelissa sp. (q),radiolarians,Lithomelissa,Lithomelissa sp.,sp.,,both
Echinomma leptodermum,radiolarians,Echinomma,Echinomma leptodermum,leptodermum,,left_only
Asterolampra crenata,diatoms,Asterolampra,Asterolampra crenata,crenata,,left_only
Eponides tumidulus,benthic_foraminfera,Eponides,Eponides tumidulus,tumidulus,,left_only
Polykrikos sp. (q),dinoflagellates,Polykrikos,Polykrikos sp.,sp.,,left_only
Mediaria splendida,diatoms,Mediaria,Mediaria splendida,splendida,,left_only
Globorotalia atlantica,planktic_foraminfera,Globorotalia,Globorotalia atlantica,atlantica,,left_only
Discoaster rutellus,nannofossils,Discoaster,Discoaster rutellus,rutellus,,left_only
Siphonodosaria nuttalli,benthic_foraminfera,Siphonodosaria,Siphonodosaria nuttalli,nuttalli,,left_only
Globorotaloides testarugosus (q),planktic_foraminfera,Globorotaloides,Globorotaloides testarugosus,testarugosus,,left_only
Reticulofenestra  sp. (small),nannofossils,Reticulofenestra,Reticulofenestra  sp.,,sp.,left_only
Sphenolithus distentus,nannofossils,Sphenolithus,Sphenolithus distentus,distentus,,both
Cyclococcolithus inversus,nannofossils,Cyclococcolithus,Cyclococcolithus inversus,inversus,,left_only
Tilia sp.,pollen,Tilia,Tilia sp.,sp.,,left_only
Macrora najae,silicoflagellates,Macrora,Macrora najae,najae,,left_only
Quinqueloculina viennensis,benthic_foraminfera,Quinqueloculina,Quinqueloculina viennensis,viennensis,,left_only
Nympheaceae,pollen,Nympheaceae,Nympheaceae,,,left_only
Sethocapsa sp.,radiolarians,Sethocapsa,Sethocapsa sp.,sp.,,left_only
Thalassiosira ferelineata,diatoms,Thalassiosira,Thalassiosira ferelineata,ferelineata,,both
Pulleniatina primalis,planktic_foraminfera,Pulleniatina,Pulleniatina primalis,primalis,,both
Nonionella globosa,benthic_foraminfera,Nonionella,Nonionella globosa,globosa,,both
Acanthoica sp. (q),nannofossils,Acanthoica,Acanthoica sp.,sp.,,left_only
Cruciplacolithus sp.,nannofossils,Cruciplacolithus,Cruciplacolithus sp.,sp.,,left_only
Nephrospyris renilla,radiolarians,Nephrospyris,Nephrospyris renilla,renilla,,both
Globorotalia archaeomenardii (q),planktic_foraminfera,Globorotalia,Globorotalia archaeomenardii,archaeomenardii,,left_only
Gomphonema constrictum,diatoms,Gomphonema,Gomphonema constrictum,constrictum,,left_only
Trachyleberidea prestwichiana,ostracods,Trachyleberidea,Trachyleberidea prestwichiana,prestwichiana,,left_only
Lithocarpium monikae,radiolarians,Lithocarpium,Lithocarpium monikae,monikae,,left_only
Discoaster misconceptus (q),nannofossils,Discoaster,Discoaster misconceptus,misconceptus,,left_only
Pseudohastigerina barbadoensis,planktic_foraminfera,Pseudohastigerina,Pseudohastigerina barbadoensis,barbadoensis,,left_only
Amphymenium splendiarmatum,radiolarians,Amphymenium,Amphymenium splendiarmatum,splendiarmatum,,both
Nonionella turgida digitata,benthic_foraminfera,Nonionella,Nonionella turgida digitata,turgida,digitata,left_only
Rhabdammina discreta,benthic_foraminfera,Rhabdammina,Rhabdammina discreta,discreta,,left_only
Bolivina midwayensis,benthic_foraminfera,Bolivina,Bolivina midwayensis,midwayensis,,left_only
Cestodiscus stokesianus,diatoms,Cestodiscus,Cestodiscus stokesianus,stokesianus,,left_only
Turborotalia humerosa trochoidea,planktic_foraminfera,Turborotalia,Turborotalia humerosa trochoidea,humerosa,trochoidea,left_only
Melosira granulata,diatoms,Melosira,Melosira granulata,granulata,,left_only
Globorotalia lehneri,planktic_foraminfera,Globorotalia,Globorotalia lehneri,lehneri,,left_only
Ampelidaceae,pollen,Ampelidaceae,Ampelidaceae,,,left_only
Uvigerina spinicostata,benthic_foraminfera,Uvigerina,Uvigerina spinicostata,spinicostata,,left_only
Sphaeroidinellopsis seminulina subdehiscens,planktic_foraminfera,Sphaeroidinellopsis,Sphaeroidinellopsis seminulina subdehiscens,seminulina,subdehiscens,left_only
Lychnocanoma grande,radiolarians,Lychnocanoma,Lychnocanoma grande,grande,,left_only
Synedra jouseana var.,diatoms,Synedra,Synedra jouseana var.,jouseana,var.,left_only
Podocyrtis helenae,radiolarians,Podocyrtis,Podocyrtis helenae,helenae,,left_only
Syracosphaera sp.,nannofossils,Syracosphaera,Syracosphaera sp.,sp.,,left_only
Distephanus macilentus,silicoflagellates,Distephanus,Distephanus macilentus,macilentus,,left_only
Cryptoprora ornata,radiolarians,Cryptoprora,Cryptoprora ornata,ornata,,left_only
Chrysalogonium longicostatum,benthic_foraminfera,Chrysalogonium,Chrysalogonium longicostatum,longicostatum,,left_only
Lenticulina gibba,benthic_foraminfera,Lenticulina,Lenticulina gibba,gibba,,both
Globorotalia subscitula (q),planktic_foraminfera,Globorotalia,Globorotalia subscitula,subscitula,,left_only
Fasciculithus babii,nannofossils,Fasciculithus,Fasciculithus babii,babii,,left_only
Dictyocha ausonia,silicoflagellates,Dictyocha,Dictyocha ausonia,ausonia,,left_only
Chasea magna,diatoms,Chasea,Chasea magna,magna,,left_only
Hemiaulus pyxilloides,diatoms,Hemiaulus,Hemiaulus pyxilloides,pyxilloides,,left_only
Distephanus speculum speculum nonarius,silicoflagellates,Distephanus,Distephanus speculum speculum nonarius,speculum,,left_only
Paradictyocha dumitricai,silicoflagellates,Paradictyocha,Paradictyocha dumitricai,dumitricai,,left_only
Pyrgo subsphaerica,benthic_foraminfera,Pyrgo,Pyrgo subsphaerica,subsphaerica,,both
Fissurina flintiana,benthic_foraminfera,Fissurina,Fissurina flintiana,flintiana,,left_only
Pleurostomella subnodosa,benthic_foraminfera,Pleurostomella,Pleurostomella subnodosa,subnodosa,,both
Coscinodiscus divisus,diatoms,Coscinodiscus,Coscinodiscus divisus,divisus,,left_only
Trifarina pauperta,benthic_foraminfera,Trifarina,Trifarina pauperta,pauperta,,left_only
Astronion echolsi,benthic_foraminfera,Astronion,Astronion echolsi,echolsi,,left_only
Vallacerta quadrata,silicoflagellates,Vallacerta,Vallacerta quadrata,quadrata,,left_only
Desmospyris sp.,radiolarians,Desmospyris,Desmospyris sp.,sp.,,left_only
Triatriopollenites sp.,pollen,Triatriopollenites,Triatriopollenites sp.,sp.,,left_only
Actinoptychus splendens,diatoms,Actinoptychus,Actinoptychus splendens,splendens,,left_only
Polypodiidites sp.,pollen,Polypodiidites,Polypodiidites sp.,sp.,,left_only
Lithomelissa mitra (q),radiolarians,Lithomelissa,Lithomelissa mitra,mitra,,left_only
Cyclammina sp. (q),benthic_foraminfera,Cyclammina,Cyclammina sp.,sp.,,both
Cibicidoides mundulus,benthic_foraminfera,Cibicidoides,Cibicidoides mundulus,mundulus,,both
Morozovella ansulata,planktic_foraminfera,Morozovella,Morozovella ansulata,ansulata,,left_only
Discoaster gemmeus (q),nannofossils,Discoaster,Discoaster gemmeus,gemmeus,,left_only
Fissurina agassizi,benthic_foraminfera,Fissurina,Fissurina agassizi,agassizi,,left_only
Alabamina obtusa,benthic_foraminfera,Alabamina,Alabamina obtusa,obtusa,,left_only
Araceae,pollen,Araceae,Araceae,,,left_only
Globigerinoides bulloides (q),planktic_foraminfera,Globigerinoides,Globigerinoides bulloides,bulloides,,left_only
Odontella aurita,diatoms,Odontella,Odontella aurita,aurita,,both
Reticulofenestra sp. (large) (q),nannofossils,Reticulofenestra,Reticulofenestra sp.,sp.,,both
Triceratium pulvinar,diatoms,Triceratium,Triceratium pulvinar,pulvinar,,left_only
Discolithus antillarum,nannofossils,Discolithus,Discolithus antillarum,antillarum,,left_only
Globorotalia gracilis,planktic_foraminfera,Globorotalia,Globorotalia gracilis,gracilis,,left_only
Distephanus crux hannai,silicoflagellates,Distephanus,Distephanus crux hannai,crux,hannai,left_only
Pseudotextularia sp.,planktic_foraminfera,Pseudotextularia,Pseudotextularia sp.,sp.,,left_only
Tamarix sp. (q),pollen,Tamarix,Tamarix sp.,sp.,,left_only
Globigerinatheka lindiensis,planktic_foraminfera,Globigerinatheka,Globigerinatheka lindiensis,lindiensis,,left_only
Diploneis nitescens,diatoms,Diploneis,Diploneis nitescens,nitescens,,left_only
Bolivina minuta,benthic_foraminfera,Bolivina,Bolivina minuta,minuta,,both
Rhabdonema adriaticum,diatoms,Rhabdonema,Rhabdonema adriaticum,adriaticum,,left_only
Hyalodiscus obsoletus,diatoms,Hyalodiscus,Hyalodiscus obsoletus,obsoletus,,both
Cylindralithus crassus,nannofossils,Cylindralithus,Cylindralithus crassus,crassus,,left_only
Systematophora ancyrea,dinoflagellates,Systematophora,Systematophora ancyrea,ancyrea,,left_only
Uvigerina semitrigona,benthic_foraminfera,Uvigerina,Uvigerina semitrigona,semitrigona,,left_only
Reticulofenestra dictyoda (q),nannofossils,Reticulofenestra,Reticulofenestra dictyoda,dictyoda,,both
Helicosphaera reticulata,nannofossils,Helicosphaera,Helicosphaera reticulata,reticulata,,both
Globorotalia cerroazulensis frontosa,planktic_foraminfera,Globorotalia,Globorotalia cerroazulensis frontosa,cerroazulensis,frontosa,left_only
Bulimina semicostata,benthic_foraminfera,Bulimina,Bulimina semicostata,semicostata,,left_only
Rossiella sp.,diatoms,Rossiella,Rossiella sp.,sp.,,left_only
Discolithina punctosa,nannofossils,Discolithina,Discolithina punctosa,punctosa,,left_only
Acarinina spiralis,planktic_foraminfera,Acarinina,Acarinina spiralis,spiralis,,left_only
Globorotalia crassula viola,planktic_foraminfera,Globorotalia,Globorotalia crassula viola,crassula,viola,left_only
Discoaster variabilis variabilis,nannofossils,Discoaster,Discoaster variabilis variabilis,variabilis,variabilis,left_only
Turborotalita pseudopumilio,planktic_foraminfera,Turborotalita,Turborotalita pseudopumilio,pseudopumilio,,left_only
Globigerina woodi connecta,planktic_foraminfera,Globigerina,Globigerina woodi connecta,woodi,connecta,left_only
Atlanticythere sp.,ostracods,Atlanticythere,Atlanticythere sp.,sp.,,left_only
Globigerinita turgida,planktic_foraminfera,Globigerinita,Globigerinita turgida,turgida,,left_only
Turbiosphaera filosa,dinoflagellates,Turbiosphaera,Turbiosphaera filosa,filosa,,left_only
Asteromphalus hookeri,diatoms,Asteromphalus,Asteromphalus hookeri,hookeri,,both
Melosira arenaria,diatoms,Melosira,Melosira arenaria,arenaria,,left_only
Thalassiosira umaoiensis,diatoms,Thalassiosira,Thalassiosira umaoiensis,umaoiensis,,left_only
Stephanodiscus transylvanicus,diatoms,Stephanodiscus,Stephanodiscus transylvanicus,transylvanicus,,left_only
Globigerinoides praeprimordius,planktic_foraminfera,Globigerinoides,Globigerinoides praeprimordius,praeprimordius,,left_only
Lithodesmium rotunda,diatoms,Lithodesmium,Lithodesmium rotunda,rotunda,,left_only
Apteodinium sp.,dinoflagellates,Apteodinium,Apteodinium sp.,sp.,,left_only
Alabamina polita,benthic_foraminfera,Alabamina,Alabamina polita,polita,,left_only
Lithosphaeridium siphoniphorum,dinoflagellates,Lithosphaeridium,Lithosphaeridium siphoniphorum,siphoniphorum,,left_only
Lithapium plegmacantha (q),radiolarians,Lithapium,Lithapium plegmacantha,plegmacantha,,left_only
Micrantholithus aequalis,nannofossils,Micrantholithus,Micrantholithus aequalis,aequalis,,left_only
Fasciculithus involutus,nannofossils,Fasciculithus,Fasciculithus involutus,involutus,,both
Oridorsalis tenera,benthic_foraminfera,Oridorsalis,Oridorsalis tenera,tenera,,left_only
Dendrospyris anthocyrtoides,radiolarians,Dendrospyris,Dendrospyris anthocyrtoides,anthocyrtoides,,left_only
Botryopyle sp.,radiolarians,Botryopyle,Botryopyle sp.,sp.,,left_only
Tritaxilina mexicana,benthic_foraminfera,Tritaxilina,Tritaxilina mexicana,mexicana,,left_only
Horodiscus rugosus,diatoms,Horodiscus,Horodiscus rugosus,rugosus,,left_only
Pinnularia braunii,diatoms,Pinnularia,Pinnularia braunii,braunii,,left_only
Theocalyptra davisiana,radiolarians,Theocalyptra,Theocalyptra davisiana,davisiana,,both
Entapium chaenapium,radiolarians,Entapium,Entapium chaenapium,chaenapium,,left_only
Naviculopsis minor,silicoflagellates,Naviculopsis,Naviculopsis minor,minor,,left_only
Tetrapollis sp.,pollen,Tetrapollis,Tetrapollis sp.,sp.,,left_only
Phorticium pylonium,radiolarians,Phorticium,Phorticium pylonium,pylonium,,both
Osangularia velascoensis,benthic_foraminfera,Osangularia,Osangularia velascoensis,velascoensis,,both
Alangium sp.,pollen,Alangium,Alangium sp.,sp.,,left_only
Phthanoperidinium sp.,dinoflagellates,Phthanoperidinium,Phthanoperidinium sp.,sp.,,left_only
Navicula humerosa,diatoms,Navicula,Navicula humerosa,humerosa,,left_only
Thalassiosira domifacia,diatoms,Thalassiosira,Thalassiosira domifacia,domifacia,,left_only
Osangularia culter (q),benthic_foraminfera,Osangularia,Osangularia culter,culter,,both
Stylacontarium bispiculum,radiolarians,Stylacontarium,Stylacontarium bispiculum,bispiculum,,left_only
Globigerina juvenilis,planktic_foraminfera,Globigerina,Globigerina juvenilis,juvenilis,,left_only
Lithraphidites helicoideus,nannofossils,Lithraphidites,Lithraphidites helicoideus,helicoideus,,left_only
Spongotrochus sp.,radiolarians,Spongotrochus,Spongotrochus sp.,sp.,,left_only
Nitzschia porteri,diatoms,Nitzschia,Nitzschia porteri,porteri,,both
Globorotalia multicamerata,planktic_foraminfera,Globorotalia,Globorotalia multicamerata,multicamerata,,both
Pyxilla aculeifera,diatoms,Pyxilla,Pyxilla aculeifera,aculeifera,,left_only
Lenticulina iota,benthic_foraminfera,Lenticulina,Lenticulina iota,iota,,both
Pleurostomella subglobosa (q),benthic_foraminfera,Pleurostomella,Pleurostomella subglobosa,subglobosa,,left_only
Rhaphoneis miocenica,diatoms,Rhaphoneis,Rhaphoneis miocenica,miocenica,,both
Theocyrtis tuberosa (q),radiolarians,Theocyrtis,Theocyrtis tuberosa,tuberosa,,both
Actinocyclus ingens (undulated),diatoms,Actinocyclus,Actinocyclus ingens,ingens,,both
Globorotalia tumida plesiotumida (q),planktic_foraminfera,Globorotalia,Globorotalia tumida plesiotumida,tumida,plesiotumida,left_only
Heliodiscus echiniscus,radiolarians,Heliodiscus,Heliodiscus echiniscus,echiniscus,,left_only
Globorotalia acostaensis pseudopima,planktic_foraminfera,Globorotalia,Globorotalia acostaensis pseudopima,acostaensis,pseudopima,left_only
Cocconeis quarnerensis,diatoms,Cocconeis,Cocconeis quarnerensis,quarnerensis,,left_only
Helicosphaera inversa,nannofossils,Helicosphaera,Helicosphaera inversa,inversa,,both
Morozovella bandyi,planktic_foraminfera,Morozovella,Morozovella bandyi,bandyi,,left_only
Truncorotaloides sp.,planktic_foraminfera,Truncorotaloides,Truncorotaloides sp.,sp.,,left_only
Dorcadospyris ateuchus (q),radiolarians,Dorcadospyris,Dorcadospyris ateuchus,ateuchus,,both
Coscinodiscus stockesianus (q),diatoms,Coscinodiscus,Coscinodiscus stockesianus,stockesianus,,left_only
Distephanus speculum minutus,silicoflagellates,Distephanus,Distephanus speculum minutus,speculum,minutus,left_only
Actinoptychus wittii,diatoms,Actinoptychus,Actinoptychus wittii,wittii,,left_only
Trinacria sp. (q),diatoms,Trinacria,Trinacria sp.,sp.,,left_only
Cassidulina obtusa,benthic_foraminfera,Cassidulina,Cassidulina obtusa,obtusa,,left_only
Pontosphaera vigintiforata,nannofossils,Pontosphaera,Pontosphaera vigintiforata,vigintiforata,,left_only
Biddulphia tuomeyi,diatoms,Biddulphia,Biddulphia tuomeyi,tuomeyi,,left_only
Lithochytris sp.,radiolarians,Lithochytris,Lithochytris sp.,sp.,,left_only
Theocyrtium trachelium,radiolarians,Theocyrtium,Theocyrtium trachelium,trachelium,,left_only
Lonchosphaera spicata,radiolarians,Lonchosphaera,Lonchosphaera spicata,spicata,,left_only
Globigerina bulloides x falconensis,planktic_foraminfera,Globigerina,Globigerina bulloides x falconensis,bulloides,,left_only
Ehrenbergina pacific,benthic_foraminfera,Ehrenbergina,Ehrenbergina pacific,pacific,,left_only
Carpinus caucasicus,pollen,Carpinus,Carpinus caucasicus,caucasicus,,left_only
Astronion charlottensis,benthic_foraminfera,Astronion,Astronion charlottensis,charlottensis,,left_only
Valvulineria laevigata,benthic_foraminfera,Valvulineria,Valvulineria laevigata,laevigata,,left_only
