Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
359-U1467B-44H-2-A,0,150,372.4,373.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,2,A,,,,,
359-U1467B-44H-3-A,0,150,373.9,375.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,3,A,,,,,
359-U1467B-44H-4-A,0,83,375.4,376.23,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,4,A,,,,,
359-U1467B-44H-4-A,83,140,376.23,376.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,4,A,,,,,
359-U1467B-44H-5-A,0,150,376.9,378.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),poorly preserved,,bioclasts (P),,,intraclast,Celestite fragments,,,,,common,4,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,5,A,,,,,
359-U1467B-44H-6-A,0,6,378.4,378.46,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),poorly preserved,,bioclasts (P),,,intraclast,Celestite fragments,,,,,common,4,,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,6,A,,,,,
359-U1467B-44H-6-A,6,23,378.46,378.63,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,6,A,,,,,
359-U1467B-44H-6-A,23,124,378.63,379.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,Zoophycos,bioturbated,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Celestite (?) (R).",,,,359,U1467,B,44,H,6,A,,,,,
359-U1467B-44H-6-A,124,150,379.64,379.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (P) and Celestite (?) (R).",,,,359,U1467,B,44,H,6,A,,,,,
359-U1467B-44H-7-A,0,76,379.9,380.66,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (P) and Celestite (?) (R). Multiple generations of bioturbation",,,,359,U1467,B,44,H,7,A,,,,,
359-U1467B-44H-CC-A,0,25,380.66,380.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,intraclast,Celestite fragments,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (P) and Celestite (?) (R). Multiple generations of bioturbation",,,,359,U1467,B,44,H,CC,A,,,,,
359-U1467B-45H-1-A,0,42,380.4,380.82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (P)",,,,359,U1467,B,45,H,1,A,,,,,
359-U1467B-45H-1-A,42,150,380.82,381.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (P) Thalassinoides, Nereites and Planolites",,,,359,U1467,B,45,H,1,A,,,,,
359-U1467B-45H-2-A,0,150,381.9,383.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,common,4,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,45,H,2,A,,,,,
359-U1467B-45H-3-A,0,150,383.4,384.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,common,4,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,45,H,3,A,,,,,
359-U1467B-45H-4-A,0,48,384.9,385.38,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,common,4,,bioturbated,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,45,H,4,A,,,,,
359-U1467B-45H-4-A,48,118,385.38,386.08,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/1 (gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (P) Thalassinoides, Nereites, Zoophyco(?) and Planolites",,,,359,U1467,B,45,H,4,A,,,,,
359-U1467B-45H-4-A,118,140,386.08,386.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/1 (gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,common,4,Thalassinoides,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (P) Zoophycos(?).",,,,359,U1467,B,45,H,4,A,,,,,
359-U1467B-45H-5-A,0,150,386.4,387.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,,bioclasts,,,,,,mold,Moldic porosity.,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (F) Zoophycos (A).",,,,359,U1467,B,45,H,5,A,,,,,
359-U1467B-45H-6-A,0,45,387.9,388.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,,,,mold,Moldic porosity.,,complete,6,Thalassinoides,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (F) Zoophycos (A).",,,,359,U1467,B,45,H,6,A,,,,,
359-U1467B-45H-6-A,45,150,388.35,389.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,,,,mold,Moldic porosity.,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (F) Zoophycos (A).",,,,359,U1467,B,45,H,6,A,,,,,
359-U1467B-45H-7-A,0,63,389.4,390.03,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,,,,mold,Moldic porosity.,,common,4,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Benthic foraminifera (F) Sponge spicules (R).",,,,359,U1467,B,45,H,7,A,,,,,
359-U1467B-45H-CC-A,0,30,390.03,390.33,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,,,,mold,Moldic porosity.,,common,4,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,45,H,CC,A,,,,,
359-U1467B-46F-1-A,0,10,389.9,390.0,,rudstone,6,rudstone,,,,medium sand,5,,,,,,,,,,,,,,,,,,Cave-in,,,,359,U1467,B,46,F,1,A,,,,,
359-U1467B-46F-1-A,10,150,390.0,391.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (organinc matter(?) (P)",,,,359,U1467,B,46,F,1,A,,,,,
359-U1467B-46F-2-A,0,150,391.4,392.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,bioturbated,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (organinc matter(?) (P). Abundant diagonal burrows.",,,,359,U1467,B,46,F,2,A,,,,,
359-U1467B-46F-3-A,0,21,392.9,393.11,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 4/1 (dark gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,bioturbated,horizontal,"Highly bioturbated with Thalassinoides, Planolites, and Chondrites and Phycosiphon, however the latter two difficult to determine due to the intense bioturbation. Heavily mottled 2.5Y 4/1 with 2.5Y 3/2 and 2.5Y 8/1 mottle). Bivalve fragments commonly showing horizontally imbrication with randomly orientated valves present.",,,,359,U1467,B,46,F,3,A,,,,,
359-U1467B-46F-3-A,21,40,393.11,393.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,bioturbated,horizontal,"Highly bioturbated with ichnofossils difficult to determine due to the intense bioturbation. Heavily mottled 2.5Y 3/2 with 2.5Y 4/1 and 2.5Y 8/1 mottle). Common bivalve fragments, often as molds. Bioturbated lower contact. Bivalve fragments commonly showing horizontally imbrication. Cericite fragments are common. Bioturbated lower contact.",,,,359,U1467,B,46,F,3,A,,,,,
359-U1467B-46F-3-A,40,100,393.3,393.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,,,"Highly bioturbated with ichnofossils difficult to determine due to the intense bioturbation. Heavily mottled 2.5Y 3/2 with 2.5Y 4/1 and 2.5Y 8/1 mottle). Common bivalve fragments, often as molds. Bioturbated lower contact. Bivalve fragments commonly showing horizontally imbrication. Cericite fragments are common. Bioturbated lower contact.",,,,359,U1467,B,46,F,3,A,,,,,
359-U1467B-46F-4-A,0,71,393.9,394.61,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,moderate,3,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (organinc matter(?) (P). Abundant diagonal burrows.",,,,359,U1467,B,46,F,4,A,,,,,
359-U1467B-46F-CC-A,0,15,394.61,394.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,moderate,3,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Black grains (organinc matter(?) (P). Abundant diagonal burrows.",,,,359,U1467,B,46,F,CC,A,,,,,
359-U1467B-47F-1-A,0,10,394.6,394.7,,rudstone,6,rudstone,,,,medium sand,5,,,,,,,,,,,,,,,,,,Cave-in,,,,359,U1467,B,47,F,1,A,,,,,
359-U1467B-47F-1-A,10,150,394.7,396.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,moderate,3,,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Shell fragments common (often as molds). Celesite fragments common. Black grains (organic matter (?)) (P). Abundant diagonal burrows.",,,,359,U1467,B,47,F,1,A,,,,,
359-U1467B-47F-2-A,0,70,396.1,396.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,moderate,3,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Shell fragments common (often as molds). Celesite fragments common. Black grains (organic matter (?)) (P). Abundant diagonal burrows.",,,,359,U1467,B,47,F,2,A,,,,,
359-U1467B-47F-2-A,70,135,396.8,397.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,bioturbated,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Shell fragments common (often as molds). Celesite fragments common, sometimes as burrow and bivalve infill. Black grains (organic matter (?)) (P). Abundant diagonal burrows.",,,,359,U1467,B,47,F,2,A,,,,,
359-U1467B-47F-3-A,0,36,397.6,397.96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,bioturbated,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Shell fragments common (often as molds). Celesite fragments common. Black grains (organic matter (?)) (P). Abundant diagonal burrows.",,,,359,U1467,B,47,F,3,A,,,,,
359-U1467B-47F-3-A,36,100,397.96,398.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Shell fragments common (often as molds). Celesite fragments common. Black grains (organic matter (?)) (P). Abundant diagonal burrows.",,,,359,U1467,B,47,F,3,A,,,,,
359-U1467B-47F-4-A,0,66,398.6,399.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,intraclast,black grain,,mold,Moldic porosity.,,complete,6,,bioturbated,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Shell fragments common (often as molds). Celesite fragments common. Black grains (organic matter (?)) (P). Abundant diagonal burrows.",,,,359,U1467,B,47,F,4,A,,,,,
